CustomerID,session_id,session_start,session_end,total_items,total_value,num_products,session_duration_mins,hour_of_day
12681,13,2011-06-05 13:13:00,2011-06-05 13:13:00,351,117.26,32,0.0,13
12681,14,2011-07-08 11:36:00,2011-07-08 11:36:00,325,105.94,36,0.0,11
12681,15,2011-07-11 11:39:00,2011-07-11 11:39:00,241,109.34,27,0.0,11
12681,16,2011-09-23 12:09:00,2011-09-23 12:09:00,479,99.88,38,0.0,12
12681,17,2011-10-27 10:51:00,2011-10-27 10:57:00,350,88.85,24,6.0,10
12681,18,2011-11-09 09:34:00,2011-11-09 09:34:00,346,124.45,38,0.0,9
12681,19,2011-11-17 08:35:00,2011-11-17 08:35:00,110,66.44,16,0.0,8
12681,2,2010-12-20 14:10:00,2010-12-20 14:10:00,604,130.07999999999998,47,0.0,14
12681,20,2011-11-17 18:29:00,2011-11-17 18:29:00,514,101.28999999999999,32,0.0,18
12681,21,2011-11-25 11:33:00,2011-11-25 11:33:00,318,49.480000000000004,15,0.0,11
12681,3,2011-01-05 12:42:00,2011-01-05 12:42:00,362,103.55,34,0.0,12
12681,4,2011-01-10 13:22:00,2011-01-10 13:22:00,635,148.73,50,0.0,13
12681,5,2011-01-19 11:51:00,2011-01-19 11:51:00,386,96.66,31,0.0,11
12681,6,2011-01-31 15:36:00,2011-01-31 15:36:00,205,58.07,18,0.0,15
12681,7,2011-03-13 14:55:00,2011-03-13 14:55:00,185,53.82,18,0.0,14
12681,8,2011-03-15 16:39:00,2011-03-15 16:39:00,317,75.02,29,0.0,16
12681,9,2011-03-22 11:28:00,2011-03-22 11:28:00,201,125.74000000000001,31,0.0,11
12682,1,2010-12-03 13:59:00,2010-12-03 13:59:00,132,67.07,16,0.0,13
12682,10,2011-05-22 14:33:00,2011-05-22 14:33:00,64,65.46000000000001,10,0.0,14
12682,11,2011-05-31 13:32:00,2011-05-31 13:32:00,203,64.51,18,0.0,13
12682,12,2011-06-15 10:21:00,2011-06-15 10:22:00,313,109.27000000000001,29,1.0,10
12682,13,2011-07-04 11:42:00,2011-07-04 11:42:00,259,46.43,16,0.0,11
12682,14,2011-07-12 08:52:00,2011-07-12 08:52:00,77,47.15,11,0.0,8
12682,15,2011-07-12 16:58:00,2011-07-12 16:58:00,117,41.27,10,0.0,16
12682,16,2011-07-19 09:51:00,2011-07-19 09:51:00,33,28.7,5,0.0,9
12682,17,2011-08-12 15:22:00,2011-08-12 15:22:00,180,94.09,25,0.0,15
12682,18,2011-08-25 13:12:00,2011-08-25 13:12:00,206,78.15,23,0.0,13
12682,19,2011-08-31 12:18:00,2011-08-31 12:18:00,122,19.79,2,0.0,12
12682,2,2010-12-09 14:49:00,2010-12-09 14:49:00,344,92.2,33,0.0,14
12682,20,2011-09-15 13:31:00,2011-09-15 13:31:00,164,30.790000000000003,15,0.0,13
12682,21,2011-09-19 12:19:00,2011-09-19 12:19:00,178,83.77,18,0.0,12
12682,22,2011-10-10 10:13:00,2011-10-10 10:13:00,61,29.75,8,0.0,10
12682,23,2011-10-10 13:03:00,2011-10-10 13:03:00,160,55.04,16,0.0,13
12682,24,2011-11-01 13:56:00,2011-11-01 13:56:00,426,67.92,21,0.0,13
12682,25,2011-11-10 10:53:00,2011-11-10 10:53:00,185,49.96,14,0.0,10
12682,26,2011-11-10 11:55:00,2011-11-10 11:55:00,101,52.18,13,0.0,11
12682,27,2011-11-18 12:46:00,2011-11-18 12:46:00,157,49.620000000000005,10,0.0,12
12682,28,2011-11-25 15:44:00,2011-11-25 15:44:00,69,28.939999999999998,5,0.0,15
12682,29,2011-11-30 14:16:00,2011-11-30 14:16:00,240,57.92,19,0.0,14
12682,3,2011-01-05 14:48:00,2011-01-05 14:48:00,373,129.83,40,0.0,14
12682,30,2011-12-06 10:00:00,2011-12-06 10:00:00,303,118.91,30,0.0,10
12682,4,2011-02-01 14:58:00,2011-02-01 14:58:00,200,82.05,19,0.0,14
12682,5,2011-02-02 09:06:00,2011-02-02 09:06:00,161,84.27,19,0.0,9
12682,6,2011-03-14 11:38:00,2011-03-14 11:38:00,187,92.1,21,0.0,11
12682,7,2011-04-04 11:18:00,2011-04-04 11:18:00,297,83.7,27,0.0,11
12682,8,2011-05-13 09:24:00,2011-05-13 09:24:00,204,82.16,24,0.0,9
12682,9,2011-05-16 12:04:00,2011-05-16 12:04:00,59,35.83,7,0.0,12
12683,1,2010-12-09 10:37:00,2010-12-09 10:37:00,107,54.39,13,0.0,10
12683,10,2011-09-08 10:35:00,2011-09-08 10:35:00,211,66.96000000000001,23,0.0,10
12683,11,2011-10-20 14:30:00,2011-10-20 14:30:00,530,107.74000000000001,39,0.0,14
12683,12,2011-12-05 16:28:00,2011-12-05 16:31:00,477,106.73,34,3.0,16
12683,2,2010-12-09 12:17:00,2010-12-09 12:17:00,557,100.59,41,0.0,12
12683,3,2011-01-17 15:17:00,2011-01-17 15:17:00,268,74.83,21,0.0,15
12683,4,2011-03-01 10:31:00,2011-03-01 10:31:00,247,49.870000000000005,17,0.0,10
12683,5,2011-03-23 13:33:00,2011-03-23 13:39:00,963,72.62,43,6.0,13
12683,6,2011-05-03 09:33:00,2011-05-03 09:34:00,360,66.76,22,1.0,9
12683,7,2011-05-12 11:50:00,2011-05-12 11:50:00,106,51.84,12,0.0,11
12683,8,2011-06-08 09:39:00,2011-06-08 09:39:00,467,73.19,30,0.0,9
12683,9,2011-08-26 15:44:00,2011-08-26 15:44:00,694,109.87,48,0.0,15
12684,1,2011-05-10 12:55:00,2011-05-10 12:55:00,460,57.4,30,0.0,12
12684,2,2011-05-16 14:17:00,2011-05-16 14:17:00,2,15.0,1,0.0,14
12684,3,2011-05-26 17:16:00,2011-05-26 17:16:00,426,33.45,13,0.0,17
12684,4,2011-06-22 11:20:00,2011-06-22 11:20:00,386,38.07,14,0.0,11
12684,5,2011-10-07 10:18:00,2011-10-07 10:18:00,185,32.44,11,0.0,10
12684,6,2011-11-15 10:50:00,2011-11-15 10:50:00,441,61.769999999999996,30,0.0,10
12684,7,2011-12-02 09:53:00,2011-12-02 09:53:00,85,28.15,6,0.0,9
12685,1,2011-09-07 10:28:00,2011-09-07 10:28:00,268,78.28,26,0.0,10
12685,2,2011-09-08 10:32:00,2011-09-08 10:32:00,649,151.31,64,0.0,10
12685,3,2011-09-25 13:25:00,2011-09-25 13:25:00,112,65.32,14,0.0,13
12685,4,2011-10-13 08:42:00,2011-10-13 08:42:00,124,48.68,12,0.0,8
12685,5,2011-10-19 16:24:00,2011-10-19 16:24:00,167,72.37,19,0.0,16
12685,6,2011-11-11 13:46:00,2011-11-11 13:46:00,203,66.19,22,0.0,13
12686,1,2010-12-03 09:51:00,2010-12-03 09:51:00,107,22.81,7,0.0,9
12688,1,2011-08-18 08:49:00,2011-08-18 08:49:00,3028,705.33,171,0.0,8
12689,1,2011-08-04 10:04:00,2011-08-04 10:04:00,281,92.84,34,0.0,10
12689,2,2011-11-14 08:31:00,2011-11-14 08:31:00,347,112.5,38,0.0,8
12690,1,2011-05-18 09:09:00,2011-05-18 09:09:00,106,88.42999999999999,16,0.0,9
12691,1,2010-12-17 14:46:00,2010-12-17 14:46:00,65,33.5,5,0.0,14
12691,2,2011-01-24 15:32:00,2011-01-24 15:32:00,84,20.55,9,0.0,15
12691,3,2011-01-25 15:59:00,2011-01-25 15:59:00,2,18.0,1,0.0,15
12691,4,2011-07-17 14:56:00,2011-07-17 14:56:00,47,33.05,6,0.0,14
12691,5,2011-10-12 12:54:00,2011-10-12 12:54:00,99,36.4,9,0.0,12
12691,6,2011-11-11 16:49:00,2011-11-11 16:49:00,97,19.65,2,0.0,16
12693,1,2011-01-24 12:58:00,2011-01-24 12:58:00,47,48.25,9,0.0,12
12693,2,2011-03-20 13:59:00,2011-03-20 13:59:00,89,53.2,11,0.0,13
12693,3,2011-05-12 08:52:00,2011-05-12 08:52:00,85,52.34,12,0.0,8
12693,4,2011-08-04 17:51:00,2011-08-04 17:51:00,34,58.379999999999995,7,0.0,17
12694,1,2011-06-09 17:48:00,2011-06-09 17:48:00,323,61.870000000000005,20,0.0,17
12694,2,2011-09-30 13:06:00,2011-09-30 13:06:00,186,82.49,17,0.0,13
12695,1,2011-05-13 13:15:00,2011-05-13 13:15:00,33,31.4,6,0.0,13
12695,2,2011-08-24 12:58:00,2011-08-24 12:58:00,139,50.53,13,0.0,12
12695,3,2011-10-04 15:02:00,2011-10-04 15:02:00,34,30.130000000000003,5,0.0,15
12695,4,2011-12-02 13:22:00,2011-12-02 13:22:00,14,17.15,3,0.0,13
12697,1,2011-06-23 15:44:00,2011-06-23 15:44:00,162,86.25,19,0.0,15
12697,2,2011-07-31 14:17:00,2011-07-31 14:17:00,197,53.39,10,0.0,14
12697,3,2011-11-11 08:47:00,2011-11-11 08:47:00,149,66.49000000000001,12,0.0,8
12700,1,2011-05-08 16:10:00,2011-05-08 16:10:00,779,134.96,62,0.0,16
12700,2,2011-07-06 13:14:00,2011-07-06 13:14:00,597,153.84,60,0.0,13
12700,3,2011-10-05 09:57:00,2011-10-05 09:57:00,890,271.09,89,0.0,9
12700,4,2011-12-02 10:47:00,2011-12-02 10:47:00,701,142.24,57,0.0,10
12701,1,2011-04-11 13:02:00,2011-04-11 13:02:00,246,83.52,21,0.0,13
12701,2,2011-09-21 10:47:00,2011-09-21 10:47:00,432,80.29,32,0.0,10
12702,1,2011-11-20 10:36:00,2011-11-20 10:36:00,53,65.3,12,0.0,10
12703,1,2011-09-29 17:52:00,2011-09-29 17:52:00,164,55.4,21,0.0,17
12704,1,2011-06-23 10:20:00,2011-06-23 10:20:00,157,71.13,13,0.0,10
12704,2,2011-08-04 10:00:00,2011-08-04 10:00:00,145,84.44,17,0.0,10
12704,3,2011-08-26 08:59:00,2011-08-26 08:59:00,163,112.31,20,0.0,8
12704,4,2011-09-22 18:14:00,2011-09-22 18:14:00,138,63.21,15,0.0,18
12704,5,2011-11-04 11:40:00,2011-11-04 11:40:00,139,95.97,10,0.0,11
12704,6,2011-11-17 14:49:00,2011-11-17 14:51:00,183,84.36,8,2.0,14
12704,7,2011-12-02 13:15:00,2011-12-02 13:15:00,81,54.28,5,0.0,13
12705,1,2010-12-17 15:58:00,2010-12-17 15:58:00,397,109.67,30,0.0,15
12705,2,2011-04-08 09:54:00,2011-04-08 09:54:00,757,145.66,63,0.0,9
12705,3,2011-05-22 14:03:00,2011-05-22 14:03:00,582,138.57,53,0.0,14
12705,4,2011-07-04 14:36:00,2011-07-04 14:36:00,863,132.1,60,0.0,14
12705,5,2011-09-23 12:55:00,2011-09-23 12:55:00,461,100.51,38,0.0,12
12705,6,2011-10-28 14:44:00,2011-10-28 14:44:00,461,147.51,42,0.0,14
12705,7,2011-11-22 13:27:00,2011-11-22 13:27:00,341,126.9,36,0.0,13
12705,8,2011-11-24 12:01:00,2011-11-24 12:01:00,4,18.0,1,0.0,12
12705,9,2011-11-24 13:17:00,2011-11-24 13:17:00,131,36.66,11,0.0,13
12707,1,2011-02-21 08:38:00,2011-02-21 08:38:00,256,106.81,33,0.0,8
12708,1,2010-12-06 10:43:00,2010-12-06 10:43:00,89,48.33,14,0.0,10
12708,10,2011-11-10 09:52:00,2011-11-10 09:52:00,13,19.25,2,0.0,9
12708,2,2011-01-14 09:23:00,2011-01-14 09:23:00,166,84.18,19,0.0,9
12708,3,2011-03-07 09:49:00,2011-03-07 09:49:00,191,47.489999999999995,18,0.0,9
12708,4,2011-04-21 15:52:00,2011-04-21 15:52:00,146,32.92,12,0.0,15
12708,5,2011-05-23 10:13:00,2011-05-23 10:13:00,163,76.9,19,0.0,10
12708,6,2011-06-13 10:33:00,2011-06-13 10:33:00,101,88.17,16,0.0,10
12708,7,2011-08-30 08:15:00,2011-08-30 08:15:00,133,126.23,21,0.0,8
12708,8,2011-09-28 13:30:00,2011-09-28 13:30:00,165,94.85,20,0.0,13
12708,9,2011-11-07 12:44:00,2011-11-07 12:44:00,140,59.36,16,0.0,12
12709,1,2010-12-08 09:49:00,2010-12-08 09:49:00,139,40.4,7,0.0,9
12709,10,2011-07-27 13:00:00,2011-07-27 13:00:00,227,32.0,9,0.0,13
12709,11,2011-09-04 14:06:00,2011-09-04 14:06:00,266,68.87,19,0.0,14
12709,12,2011-09-29 15:58:00,2011-09-29 15:58:00,321,67.62,23,0.0,15
12709,13,2011-10-12 12:01:00,2011-10-12 12:01:00,328,30.33,17,0.0,12
12709,14,2011-10-27 17:00:00,2011-10-27 17:00:00,110,53.370000000000005,10,0.0,17
12709,15,2011-11-24 15:38:00,2011-11-24 15:38:00,322,59.5,18,0.0,15
12709,2,2010-12-17 12:02:00,2010-12-17 12:02:00,133,49.61,7,0.0,12
12709,3,2011-01-25 13:37:00,2011-01-25 13:37:00,314,41.66,10,0.0,13
12709,4,2011-03-01 12:09:00,2011-03-01 12:09:00,384,38.730000000000004,14,0.0,12
12709,5,2011-03-30 12:54:00,2011-03-30 12:54:00,174,36.29,7,0.0,12
12709,6,2011-04-14 09:30:00,2011-04-14 09:30:00,41,19.25,2,0.0,9
12709,7,2011-05-06 15:01:00,2011-05-06 15:01:00,224,10.09,9,0.0,15
12709,8,2011-06-02 09:04:00,2011-06-02 09:04:00,653,101.51,42,0.0,9
12709,9,2011-07-14 14:08:00,2011-07-14 14:08:00,300,42.18,13,0.0,14
12710,1,2011-05-22 14:05:00,2011-05-22 14:05:00,386,129.79,44,0.0,14
12710,2,2011-07-01 13:22:00,2011-07-01 13:22:00,61,21.15,4,0.0,13
12710,3,2011-09-04 12:00:00,2011-09-04 12:00:00,404,58.38,29,0.0,12
12712,1,2010-12-03 14:30:00,2010-12-03 14:30:00,60,46.64,9,0.0,14
12712,10,2011-07-15 13:10:00,2011-07-15 13:10:00,119,106.7,13,0.0,13
12712,11,2011-08-25 09:18:00,2011-08-25 09:18:00,110,51.620000000000005,10,0.0,9
12712,12,2011-10-21 15:20:00,2011-10-21 15:20:00,69,53.1,10,0.0,15
12712,13,2011-11-11 08:19:00,2011-11-11 08:19:00,50,73.05,9,0.0,8
12712,2,2010-12-09 11:39:00,2010-12-09 11:39:00,84,59.05,11,0.0,11
12712,3,2011-01-12 11:46:00,2011-01-12 11:46:00,97,49.7,11,0.0,11
12712,4,2011-02-01 10:00:00,2011-02-01 10:00:00,61,78.9,11,0.0,10
12712,5,2011-03-07 09:10:00,2011-03-07 09:10:00,91,47.35,9,0.0,9
12712,6,2011-03-16 13:58:00,2011-03-16 13:58:00,50,85.05,11,0.0,13
12712,7,2011-05-10 14:46:00,2011-05-10 14:46:00,148,85.97,16,0.0,14
12712,8,2011-05-23 15:38:00,2011-05-23 15:38:00,31,41.7,4,0.0,15
12712,9,2011-06-10 15:28:00,2011-06-10 15:28:00,92,69.7,9,0.0,15
12713,1,2011-12-09 12:16:00,2011-12-09 12:16:00,508,95.13,38,0.0,12
12714,1,2011-02-18 10:53:00,2011-02-18 10:53:00,753,129.11,53,0.0,10
12714,2,2011-05-17 09:28:00,2011-05-17 09:28:00,479,136.61,45,0.0,9
12714,3,2011-06-13 11:41:00,2011-06-13 11:41:00,236,72.2,24,0.0,11
12714,4,2011-08-25 09:55:00,2011-08-25 09:55:00,790,124.56,69,0.0,9
12714,5,2011-11-30 15:43:00,2011-11-30 15:43:00,811,157.02,68,0.0,15
12715,1,2011-08-25 15:22:00,2011-08-25 15:22:00,197,71.44,20,0.0,15
12716,1,2011-07-29 13:28:00,2011-07-29 13:28:00,503,104.3,45,0.0,13
12716,2,2011-12-06 08:55:00,2011-12-06 08:55:00,205,79.64,24,0.0,8
12717,1,2011-04-08 10:32:00,2011-04-08 10:32:00,262,161.82,31,0.0,10
12717,2,2011-07-11 14:47:00,2011-07-11 14:47:00,244,95.03,24,0.0,14
12718,1,2011-09-29 16:38:00,2011-09-29 16:38:00,203,51.72,19,0.0,16
12719,1,2011-10-05 14:50:00,2011-10-05 14:50:00,162,63.0,18,0.0,14
12719,2,2011-12-04 13:45:00,2011-12-04 13:45:00,212,79.15,21,0.0,13
12720,1,2010-12-05 15:21:00,2010-12-05 15:21:00,299,80.42,30,0.0,15
12720,10,2011-06-23 10:56:00,2011-06-23 10:56:00,145,52.36,16,0.0,10
12720,11,2011-07-12 13:31:00,2011-07-12 13:32:00,444,31.52,26,1.0,13
12720,12,2011-08-03 10:04:00,2011-08-03 10:04:00,187,18.48,13,0.0,10
12720,13,2011-08-07 11:59:00,2011-08-07 11:59:00,60,12.26,6,0.0,11
12720,14,2011-09-06 13:46:00,2011-09-06 13:47:00,337,82.58,22,1.0,13
12720,15,2011-09-20 15:03:00,2011-09-20 15:03:00,104,16.45,9,0.0,15
12720,16,2011-10-05 09:43:00,2011-10-05 09:43:00,398,62.790000000000006,30,0.0,9
12720,17,2011-10-18 10:18:00,2011-10-18 10:18:00,82,34.75,9,0.0,10
12720,18,2011-10-31 10:05:00,2011-10-31 10:05:00,154,2.47,2,0.0,10
12720,19,2011-11-16 11:03:00,2011-11-16 11:03:00,262,64.65,25,0.0,11
12720,2,2010-12-17 12:56:00,2010-12-17 12:56:00,224,40.81,15,0.0,12
12720,20,2011-11-24 15:02:00,2011-11-24 15:03:00,420,74.08,22,1.0,15
12720,21,2011-12-07 08:03:00,2011-12-07 08:03:00,168,73.83,19,0.0,8
12720,3,2011-01-31 09:51:00,2011-01-31 09:51:00,182,49.769999999999996,19,0.0,9
12720,4,2011-02-09 10:41:00,2011-02-09 10:41:00,160,33.31,13,0.0,10
12720,5,2011-03-22 15:13:00,2011-03-22 15:13:00,490,72.08,29,0.0,15
12720,6,2011-04-11 11:38:00,2011-04-11 11:38:00,218,56.31,21,0.0,11
12720,7,2011-05-04 08:51:00,2011-05-04 08:52:00,120,11.940000000000001,9,1.0,8
12720,8,2011-05-26 12:41:00,2011-05-26 12:41:00,186,59.709999999999994,15,0.0,12
12720,9,2011-05-31 13:15:00,2011-05-31 13:15:00,32,25.79,4,0.0,13
12721,1,2010-12-20 11:38:00,2010-12-20 11:38:00,129,58.75,15,0.0,11
12721,2,2011-02-09 10:11:00,2011-02-09 10:11:00,301,86.13,27,0.0,10
12721,3,2011-04-07 13:07:00,2011-04-07 13:07:00,239,90.3,24,0.0,13
12721,4,2011-06-09 17:53:00,2011-06-09 17:53:00,464,120.32,36,0.0,17
12721,5,2011-09-21 12:26:00,2011-09-21 12:26:00,417,49.92,24,0.0,12
12721,6,2011-11-08 12:13:00,2011-11-08 12:13:00,409,88.81,35,0.0,12
12722,1,2011-07-12 11:55:00,2011-07-12 11:55:00,156,73.65,19,0.0,11
12722,2,2011-08-14 11:16:00,2011-08-14 11:16:00,3,29.7,2,0.0,11
12722,3,2011-08-17 08:50:00,2011-08-17 08:50:00,400,53.78,29,0.0,8
12722,4,2011-09-15 14:50:00,2011-09-15 14:50:00,7,34.74,3,0.0,14
12723,1,2011-10-05 15:52:00,2011-10-05 15:56:00,190,113.63,35,4.0,15
12723,2,2011-11-23 13:51:00,2011-11-23 14:01:00,219,76.09,26,10.0,13
12723,3,2011-12-06 10:19:00,2011-12-06 10:19:00,25,31.240000000000002,5,0.0,10
12724,1,2011-01-11 15:00:00,2011-01-11 15:00:00,115,30.5,11,0.0,15
12724,2,2011-06-19 13:37:00,2011-06-19 13:37:00,63,28.33,7,0.0,13
12724,3,2011-09-19 12:36:00,2011-09-19 12:36:00,192,101.29,27,0.0,12
12724,4,2011-12-04 16:02:00,2011-12-04 16:02:00,75,37.1,8,0.0,16
12725,1,2010-12-03 15:45:00,2010-12-03 15:45:00,164,98.5,24,0.0,15
12726,1,2010-12-17 12:56:00,2010-12-17 12:56:00,333,22.59,6,0.0,12
12726,2,2011-01-28 10:45:00,2011-01-28 10:45:00,408,44.25,19,0.0,10
12726,3,2011-03-20 15:58:00,2011-03-20 15:58:00,423,30.78,15,0.0,15
12726,4,2011-05-09 15:12:00,2011-05-09 15:12:00,333,25.35,10,0.0,15
12726,5,2011-06-08 10:10:00,2011-06-08 10:10:00,445,32.769999999999996,17,0.0,10
12726,6,2011-09-14 14:19:00,2011-09-14 14:19:00,438,35.04,21,0.0,14
12726,7,2011-11-11 13:35:00,2011-11-11 13:35:00,763,70.45,36,0.0,13
12727,1,2011-01-23 15:17:00,2011-01-23 15:17:00,126,60.4,12,0.0,15
12727,2,2011-02-16 11:45:00,2011-02-16 11:45:00,777,73.32,48,0.0,11
12727,3,2011-03-03 12:06:00,2011-03-03 12:20:00,342,104.76,29,14.0,12
12727,4,2011-06-05 15:29:00,2011-06-05 15:29:00,363,72.89,19,0.0,15
12727,5,2011-09-05 13:38:00,2011-09-05 13:38:00,148,49.61,7,0.0,13
12727,6,2011-11-29 11:46:00,2011-11-29 11:46:00,342,86.2,23,0.0,11
12728,1,2011-01-11 13:31:00,2011-01-11 13:31:00,122,55.87,13,0.0,13
12728,2,2011-02-28 14:42:00,2011-02-28 14:42:00,73,55.59,12,0.0,14
12728,3,2011-03-27 13:07:00,2011-03-27 13:07:00,61,63.05,8,0.0,13
12728,4,2011-09-29 15:31:00,2011-09-29 15:31:00,163,40.28,13,0.0,15
12729,1,2011-08-18 11:40:00,2011-08-18 11:40:00,233,96.24000000000001,26,0.0,11
12731,1,2010-12-10 10:56:00,2010-12-10 10:56:00,418,58.5,16,0.0,10
12731,10,2011-10-19 13:49:00,2011-10-19 13:49:00,566,78.53999999999999,16,0.0,13
12731,11,2011-11-16 11:59:00,2011-11-16 11:59:00,662,81.32,22,0.0,11
12731,2,2011-01-31 09:57:00,2011-01-31 09:57:00,1617,119.75,46,0.0,9
12731,3,2011-03-31 10:27:00,2011-03-31 10:29:00,1078,137.49,37,2.0,10
12731,4,2011-04-01 11:10:00,2011-04-01 11:10:00,240,3.35,3,0.0,11
12731,5,2011-05-11 15:07:00,2011-05-11 15:07:00,734,69.82,23,0.0,15
12731,6,2011-06-17 15:09:00,2011-06-17 15:09:00,514,97.84,22,0.0,15
12731,7,2011-07-18 14:10:00,2011-07-18 14:10:00,838,80.86,32,0.0,14
12731,8,2011-09-15 10:53:00,2011-09-15 10:53:00,1060,133.23,31,0.0,10
12731,9,2011-09-30 12:06:00,2011-09-30 12:06:00,710,56.15,26,0.0,12
12732,1,2011-06-13 11:33:00,2011-06-13 11:33:00,111,42.27,12,0.0,11
12733,1,2011-04-19 16:19:00,2011-04-19 16:19:00,137,74.2,22,0.0,16
12734,1,2010-12-22 12:47:00,2010-12-22 12:47:00,88,4.74,4,0.0,12
12735,1,2011-01-06 14:26:00,2011-01-06 14:26:00,263,94.55,22,0.0,14
12735,2,2011-01-28 13:37:00,2011-01-28 13:37:00,105,138.35,21,0.0,13
12736,1,2011-01-11 07:57:00,2011-01-11 07:57:00,173,22.32,4,0.0,7
12738,1,2010-12-02 18:27:00,2010-12-02 18:27:00,148,43.45,11,0.0,18
12739,1,2011-09-01 17:45:00,2011-09-01 17:45:00,485,114.82,37,0.0,17
12739,2,2011-09-22 13:00:00,2011-09-22 13:00:00,1,37.5,1,0.0,13
12740,1,2011-10-07 10:44:00,2011-10-07 10:44:00,342,56.0,27,0.0,10
12743,1,2011-07-28 16:06:00,2011-07-28 16:21:00,319,407.17,114,15.0,16
12744,1,2011-01-25 13:26:00,2011-01-25 13:26:00,1091,263.34000000000003,56,0.0,13
12744,2,2011-04-04 13:03:00,2011-04-04 13:04:00,5,6090.84,1,1.0,13
12744,3,2011-04-05 10:58:00,2011-04-05 10:58:00,1384,127.93,52,0.0,10
12744,4,2011-07-18 11:55:00,2011-07-18 11:55:00,2160,230.46,75,0.0,11
12744,5,2011-10-14 14:54:00,2011-10-14 14:54:00,599,169.36,32,0.0,14
12744,6,2011-10-19 11:18:00,2011-10-19 11:18:00,2,6068.0599999999995,1,0.0,11
12747,1,2010-12-05 15:38:00,2010-12-05 15:38:00,108,21.13,7,0.0,15
12747,10,2011-11-17 17:13:00,2011-11-17 17:13:00,83,50.19,11,0.0,17
12747,11,2011-12-07 14:34:00,2011-12-07 14:34:00,122,21.01,7,0.0,14
12747,2,2010-12-13 10:41:00,2010-12-13 10:41:00,105,33.84,8,0.0,10
12747,3,2011-01-20 14:01:00,2011-01-20 14:01:00,88,13.59,5,0.0,14
12747,4,2011-03-01 14:53:00,2011-03-01 14:53:00,146,37.28,12,0.0,14
12747,5,2011-05-05 15:31:00,2011-05-05 15:31:00,116,42.68,9,0.0,15
12747,6,2011-05-25 09:57:00,2011-05-25 09:57:00,145,89.97999999999999,14,0.0,9
12747,7,2011-06-28 10:06:00,2011-06-28 10:06:00,92,47.129999999999995,8,0.0,10
12747,8,2011-08-22 10:38:00,2011-08-22 10:38:00,62,37.95,7,0.0,10
12747,9,2011-10-04 08:26:00,2011-10-04 08:26:00,208,55.11,15,0.0,8
12748,1,2010-12-01 12:48:00,2010-12-01 12:48:00,1,4.95,1,0.0,12
12748,10,2010-12-08 17:20:00,2010-12-08 17:20:00,123,53.26,24,0.0,17
12748,100,2011-09-09 13:20:00,2011-09-09 13:20:00,328,53.949999999999996,36,0.0,13
12748,101,2011-09-11 14:15:00,2011-09-11 14:15:00,1450,342.41,136,0.0,14
12748,102,2011-09-15 12:43:00,2011-09-15 12:43:00,70,2.73,2,0.0,12
12748,103,2011-09-16 17:33:00,2011-09-16 17:33:00,216,27.65,9,0.0,17
12748,104,2011-09-26 16:59:00,2011-09-26 16:59:00,40,1.58,2,0.0,16
12748,105,2011-09-28 15:21:00,2011-09-28 15:21:00,1816,234.99,140,0.0,15
12748,106,2011-09-30 12:19:00,2011-09-30 12:19:00,192,72.16,21,0.0,12
12748,107,2011-09-30 13:09:00,2011-09-30 13:09:00,327,111.68,33,0.0,13
12748,108,2011-10-05 12:13:00,2011-10-05 12:13:00,493,44.85,29,0.0,12
12748,109,2011-10-06 13:11:00,2011-10-06 13:11:00,13,6.93,5,0.0,13
12748,11,2010-12-09 11:44:00,2010-12-09 11:44:00,17,13.45,2,0.0,11
12748,110,2011-10-06 14:47:00,2011-10-06 14:47:00,26,23.25,7,0.0,14
12748,111,2011-10-06 16:34:00,2011-10-06 16:34:00,2,0.95,1,0.0,16
12748,112,2011-10-07 12:45:00,2011-10-07 12:45:00,2,2.95,1,0.0,12
12748,113,2011-10-09 11:50:00,2011-10-09 11:50:00,449,73.18,31,0.0,11
12748,114,2011-10-10 14:42:00,2011-10-10 14:42:00,13,7.45,6,0.0,14
12748,115,2011-10-19 11:27:00,2011-10-19 11:27:00,261,100.03,35,0.0,11
12748,116,2011-10-23 13:02:00,2011-10-23 13:02:00,1,50.0,1,0.0,13
12748,117,2011-10-23 15:27:00,2011-10-23 15:30:00,46,59.3,23,3.0,15
12748,118,2011-10-25 12:54:00,2011-10-25 12:54:00,42,25.52,14,0.0,12
12748,119,2011-10-26 11:41:00,2011-10-26 11:46:00,48,57.230000000000004,15,5.0,11
12748,12,2010-12-09 13:21:00,2010-12-09 13:22:00,10,20.9,6,1.0,13
12748,120,2011-10-26 13:36:00,2011-10-26 13:56:00,1659,88.3,33,20.0,13
12748,121,2011-11-01 13:49:00,2011-11-01 13:49:00,8,27.8,8,0.0,13
12748,122,2011-11-02 12:26:00,2011-11-02 12:26:00,904,43.76,29,0.0,12
12748,123,2011-11-04 11:56:00,2011-11-04 11:56:00,250,9.26,25,0.0,11
12748,124,2011-11-04 14:11:00,2011-11-04 14:11:00,71,5.01,6,0.0,14
12748,125,2011-11-06 16:01:00,2011-11-06 16:01:00,139,70.88,28,0.0,16
12748,126,2011-11-07 11:41:00,2011-11-07 11:41:00,168,106.32000000000001,45,0.0,11
12748,127,2011-11-07 12:34:00,2011-11-07 12:34:00,289,83.19,45,0.0,12
12748,128,2011-11-08 14:22:00,2011-11-08 14:22:00,187,219.44,114,0.0,14
12748,129,2011-11-10 14:28:00,2011-11-10 14:28:00,43,79.2,8,0.0,14
